155,None,L,L,L,M
156,L,None,L,None,M
157,L,L,None,None,None
158,L,L,L,L,None
159,None,L,L,L,None
160,L,L,L,L,None
161,L,None,L,None,L
162,L,None,None,None,L
163,L,L,L,L,L
164,L,None,None,L,L
165,L,None,None,None,L
166,L,None,None,None,L
168,L,None,None,None,L
169,None,L,None,None,L
170,None,L,None,None,L
171,L,L,M,L,L
172,L,None,None,None,L
173,L,L,L,L,None
174,L,None,L,L,L
175,L,L,L,L,None
176,L,None,None,None,L
177,L,L,None,None,None
178,L,L,None,None,L
179,L,None,None,L,L
180,L,L,L,L,None
181,None,L,L,L,L
183,None,L,M,L,L
184,L,L,L,L,L
185,L,L,L,L,None
186,L,L,None,None,L
187,L,M,L,L,None
188,L,None,L,L,L
189,None,H,H,H,H
190,L,None,None,None,L
191,L,L,None,None,L
193,None,None,L,L,L
194,L,None,None,None,L
195,L,None,None,L,L
196,L,None,None,None,L
198,L,None,None,None,L
199,L,L,None,None,L
201,L,M,None,M,L
202,L,L,L,L,L
203,L,None,None,None,L
204,None,L,None,L,L
205,L,None,None,None,L
206,L,M,M,M,None
207,L,L,L,L,L
208,L,None,None,None,L
209,None,L,None,L,L
210,L,L,L,L,None
211,M,None,None,None,M
212,None,L,L,L,L
213,L,None,None,None,L
214,L,None,L,None,L
215,L,None,None,None,L
216,L,L,None,None,None
217,None,L,None,None,L
218,L,L,L,L,None
219,L,L,None,None,None
220,L,H,L,L,L
222,L,None,None,L,L
223,L,None,None,None,L
224,L,None,L,None,L
225,L,L,L,L,L
227,L,L,L,L,None
228,L,M,M,L,L
229,L,None,None,None,L
230,L,L,None,None,L
231,L,None,None,None,L
232,L,None,None,None,L
233,None,L,L,L,L
234,L,L,L,L,None
235,L,None,None,None,L
236,L,None,L,L,L
237,L,L,L,None,L
238,L,L,None,None,M
239,L,None,None,L,L
240,L,L,L,None,L
241,None,M,M,None,L
242,L,L,L,L,M
243,L,L,L,L,None
246,L,L,None,None,L
247,L,L,None,None,L
248,L,L,L,None,None
249,L,None,None,None,L
250,L,L,M,L,L
251,L,M,L,M,None
252,L,L,L,None,L
253,L,None,None,None,L
254,None,L,None,H,M
255,None,L,L,L,L
256,L,None,None,None,L
257,L,L,L,L,L
258,L,L,L,L,None
259,L,None,L,None,L
260,L,None,None,None,L
261,L,None,None,None,L
262,L,L,None,None,L
263,L,None,L,M,M
265,L,L,None,None,L
266,L,L,None,None,L
267,L,L,L,L,None
269,L,L,None,None,None
270,L,None,None,None,M
271,L,L,L,M,M
272,L,None,L,L,L
273,L,None,L,None,L
274,L,L,L,L,None
275,L,None,None,None,L
276,L,L,None,L,None
277,L,L,None,None,L
278,L,L,L,L,M
279,L,L,None,L,L
280,L,None,None,None,L
281,L,None,None,None,L
282,L,None,None,L,L
283,M,L,H,H,H
284,L,L,L,L,L
285,None,H,H,H,L
287,L,M,L,H,M
288,L,L,L,L,None
289,L,L,None,None,L
290,L,L,None,L,L
291,None,M,None,L,L
292,L,L,L,L,None
293,L,None,None,None,L
294,L,M,H,M,M
295,None,M,None,L,L
296,L,None,None,None,L
298,L,L,L,H,L
299,L,L,L,L,L
300,L,None,None,None,L
301,L,L,None,None,None
302,L,L,L,L,L
303,L,None,None,None,L
304,L,L,None,None,M
305,L,L,L,L,L
306,L,None,L,None,L
307,L,None,None,None,L
308,L,None,L,None,L
310,L,L,L,None,None
311,L,None,None,None,L
312,L,L,L,L,None
313,L,L,None,None,None
314,L,L,L,L,None
315,L,L,L,L,L
316,L,L,L,L,None
317,L,None,None,None,L
318,L,None,None,None,L
319,L,None,None,None,L
320,L,None,None,None,L
321,M,L,None,None,None
322,L,None,None,None,L
324,L,L,None,L,None
325,L,L,L,None,None
326,L,None,None,None,L
327,L,None,None,None,None
328,L,L,None,None,None
329,L,L,L,L,None
330,L,L,L,L,None
331,M,None,None,None,H
332,None,L,L,L,L
333,L,None,None,None,L
334,L,None,None,None,L
335,None,M,M,L,L
336,L,L,None,L,L
337,L,None,L,None,L
338,L,L,None,None,None
339,L,L,None,None,L
340,L,None,L,None,L
341,L,L,L,None,L
342,L,None,None,None,L
343,L,None,None,None,L
344,L,L,L,L,None
345,L,None,None,None,L
346,L,None,L,None,L
347,L,L,L,L,None
348,L,None,None,None,L
349,L,None,L,None,L
350,L,L,L,None,L
351,L,None,None,L,L
352,L,None,L,L,None
353,None,None,None,None,None
354,None,L,None,L,L
355,None,L,L,L,L
356,L,None,None,None,L
357,L,None,None,None,L
358,L,L,L,L,None
359,M,L,L,M,None
360,L,None,None,None,L
361,L,None,None,None,L
362,L,None,L,None,L
363,L,None,None,None,L
364,L,L,None,None,L
365,L,L,None,None,L
366,None,None,L,L,L
367,None,None,None,None,None
368,L,L,None,None,L
369,None,L,L,L,L
370,L,None,None,None,L
371,L,L,L,None,L
372,L,None,None,None,L
373,L,L,None,None,L
374,None,L,None,L,L
376,L,L,None,None,L
377,L,None,None,None,L
378,L,L,L,L,None
379,None,L,L,L,L
380,L,L,L,L,None
381,L,L,None,None,L
382,L,None,None,None,L
383,L,None,L,None,L
384,None,L,L,L,M
385,L,None,M,None,L
386,None,L,H,L,L
387,L,None,L,None,L
388,None,L,H,L,L
389,H,None,None,M,H
390,L,L,L,None,L
391,L,M,H,H,L
393,None,L,L,L,L
405,None,L,L,None,L
406,L,M,L,None,H
407,L,L,L,L,None
408,L,None,L,L,L
409,None,L,L,L,None
410,L,None,None,None,L
412,L,L,None,None,L
413,L,L,L,L,None
414,L,L,L,L,None
415,L,L,M,None,L
416,L,L,L,L,L
417,L,L,None,None,L
418,L,L,L,M,L
419,L,L,L,L,None
420,L,None,None,None,L
421,L,L,None,None,None
422,L,None,None,None,L
423,L,None,L,None,L
424,None,None,None,L,L
425,M,None,L,L,L
426,L,L,L,L,L
427,L,L,L,M,None
428,L,None,None,None,L
429,L,L,None,None,None
430,L,L,M,M,L
431,L,None,None,None,L
432,L,None,None,None,L
433,L,L,L,None,None
434,L,L,L,L,None
435,L,None,None,None,L
436,L,L,L,L,None
437,L,None,L,None,L
438,L,L,None,None,None
440,L,L,None,None,L
441,L,None,None,None,L
442,L,L,L,L,None
444,L,L,None,L,L
445,None,None,None,M,None
446,L,None,L,None,L
448,L,L,None,None,L
449,L,L,L,None,None
450,L,L,L,None,L
451,L,L,None,None,H
452,L,L,H,None,M
453,L,L,L,None,None
454,L,L,L,None,L
455,L,L,None,None,None
456,L,L,None,None,L
457,L,L,None,None,L
458,L,None,None,None,M
459,L,None,None,None,L
460,L,L,L,L,None
461,L,L,None,None,None
464,L,L,L,None,None
466,L,None,None,None,L
467,None,M,H,M,L
468,L,L,None,None,L
469,L,L,None,None,L
470,None,L,L,L,L
471,L,None,None,None,L
472,L,None,None,None,L
473,None,None,L,L,L
474,L,L,None,None,L
475,L,None,None,None,L
476,M,M,L,L,None
477,L,None,L,L,L
478,L,M,M,L,L
479,L,None,L,L,L
480,L,L,None,None,L
481,L,L,L,L,L
482,L,L,L,L,None
484,L,L,None,M,None
485,L,L,None,None,None
486,L,None,None,None,L
487,L,L,L,None,L
488,M,L,L,L,L
489,L,None,None,L,L
490,L,None,None,L,L
491,L,L,None,L,L
492,L,None,None,None,L
493,L,None,L,None,L
494,L,None,None,L,L
495,L,L,None,L,L
496,L,L,L,M,None
497,L,None,None,None,L
499,L,M,L,L,L
500,L,L,None,None,L
501,L,L,None,None,L
502,None,L,L,L,L
504,None,L,None,L,L
505,L,None,None,None,L
506,M,L,L,None,L
507,L,None,None,None,L
508,L,L,None,None,L
509,L,None,None,None,L
510,L,L,L,L,L
511,None,L,None,L,L
512,L,None,M,None,L
513,L,None,None,None,None
514,L,None,None,None,L
515,L,None,None,None,L
516,L,L,None,None,L
517,L,L,L,L,None
518,L,L,L,L,None
519,None,L,L,L,L
520,L,L,L,L,None
521,None,L,None,None,L
522,None,L,L,None,L
523,L,L,L,L,L
524,L,L,None,L,L
526,H,None,None,L,H
527,L,None,None,L,L
528,L,None,None,L,M
529,L,L,None,None,L
531,L,None,None,None,L
532,L,None,None,None,L
533,None,L,L,L,L
534,L,L,None,None,L
535,L,None,None,None,L
536,L,L,None,None,L
537,L,L,None,None,M
538,L,None,None,None,L
539,L,L,None,None,L
540,None,L,L,L,L
541,L,None,None,None,L
542,L,L,None,L,L
543,L,None,None,None,L
544,None,None,L,L,L
546,L,L,None,L,None
547,L,L,L,None,M
548,None,None,L,L,L
549,M,None,L,None,L
550,L,L,L,L,None
551,L,None,None,None,L
552,L,None,None,None,L
553,L,None,L,None,L
555,L,None,None,None,L
556,L,L,None,None,L
558,None,L,L,L,L
562,L,None,None,None,L
563,L,None,H,L,L
564,L,L,M,M,None
567,L,L,None,None,None
568,M,None,L,M,None
569,L,L,L,L,L
573,L,L,L,L,L
574,L,M,L,L,L
575,L,None,L,None,L
577,L,None,M,L,L
579,L,L,M,H,H
580,L,M,L,M,None
581,L,L,None,None,L
583,L,None,L,None,L
585,L,None,None,None,L
586,L,L,None,None,L
587,L,L,None,None,L
588,L,L,None,None,L
589,L,None,None,None,L
590,L,None,None,None,L
592,L,None,None,None,L
593,L,None,None,None,L
594,L,L,None,None,L
595,L,L,None,None,L
596,L,None,None,None,L
597,L,L,None,None,L
599,L,None,None,None,L
600,L,L,L,L,L
602,M,None,None,None,M
605,L,L,L,L,None
606,L,L,L,L,None
608,L,None,None,None,L
609,L,L,None,None,None
610,L,L,None,None,None
611,None,L,L,L,L
612,L,None,None,None,L
613,L,L,None,L,L
615,M,None,None,M,L
616,L,None,None,None,L
617,None,None,L,L,L
618,None,L,L,M,L
619,L,L,M,M,M
626,None,M,None,L,M
627,L,L,None,None,L
628,L,L,None,None,L
631,L,L,L,L,L
632,L,L,M,None,L
633,M,None,None,L,None
634,None,L,L,L,L
635,L,L,L,None,M
636,H,M,None,None,None
637,L,None,None,None,L
638,L,H,L,None,None
639,L,M,L,None,L
640,L,None,None,None,L
645,L,L,L,L,L
647,L,L,None,None,L
648,L,None,L,None,L
649,L,None,None,L,None
650,L,None,L,None,L
653,L,L,None,None,L
656,None,L,L,L,L
661,L,None,None,None,L
662,None,L,L,L,L
663,L,L,L,L,None
665,L,L,L,L,None
667,L,L,M,L,L
668,L,None,None,None,L
670,L,None,None,None,L
671,L,None,None,None,L
673,L,L,L,None,L
674,L,L,L,L,L
678,L,L,None,None,L
679,L,L,L,L,L
680,L,L,None,None,L
685,L,L,M,L,M
688,L,None,L,L,L
691,L,L,L,L,L
692,L,None,None,None,None
694,L,L,L,L,L
695,L,L,M,M,L
697,L,L,L,L,None
698,None,L,L,L,L
700,L,L,L,None,None
703,M,M,H,None,H
704,None,L,L,L,L
706,L,None,None,None,H
707,L,L,L,L,L
708,L,L,L,None,L
709,L,None,None,None,L
710,L,None,L,L,L
711,None,L,L,L,L
714,L,L,None,None,L
715,M,H,L,H,None
718,L,L,L,L,None
719,L,None,None,None,L
720,L,None,None,None,L
722,L,None,L,L,None
724,None,L,None,None,L
725,L,None,M,None,None
726,L,L,M,M,M
728,L,None,None,L,L
731,L,L,L,None,L
733,L,None,None,None,L
735,L,L,L,None,L
736,L,None,None,None,L
737,None,L,L,L,L
741,L,L,L,L,None
742,L,L,L,L,None
743,L,L,None,None,None
745,L,None,None,None,L
747,L,L,None,None,None
748,L,None,None,None,L
750,L,None,None,None,L
757,L,L,L,None,L
759,L,L,L,None,None
760,None,None,L,L,None
761,None,L,None,None,L
762,L,L,L,L,None
764,L,None,None,None,L
765,None,None,L,L,L
766,L,L,L,L,L
773,L,L,None,None,None
775,L,L,L,H,None
778,L,None,None,None,L
779,None,L,None,L,L
780,L,L,None,None,L
781,L,None,None,None,L
782,L,None,None,None,L
783,L,None,None,None,L
784,None,L,None,None,L
785,L,L,L,L,None
786,None,L,L,L,L
788,L,L,L,L,None
790,L,L,L,H,L
791,L,L,L,L,L
798,L,None,L,None,L
799,L,None,L,None,L
800,L,L,L,None,L
801,L,None,None,None,None
802,L,L,None,None,L
803,L,L,None,None,L
804,L,L,None,L,L
805,L,None,L,None,L
806,L,None,None,None,M
808,L,None,L,L,L
809,L,None,L,L,None
810,L,L,L,L,L
813,L,L,None,None,L
818,L,L,L,L,None
823,L,M,L,H,M
824,L,None,L,None,H
828,L,L,None,None,L
829,L,L,L,L,L
830,None,L,None,None,L
832,L,None,None,None,L
833,L,L,None,None,L
835,None,L,L,L,None
836,None,L,None,None,L
837,L,L,None,None,L
838,L,None,None,L,L
839,L,None,None,None,L
840,L,L,L,M,None
841,L,L,L,None,L
842,None,None,L,L,L
848,L,None,None,None,L
849,None,L,None,None,L
851,L,L,L,None,L
852,L,None,L,None,L
858,L,None,None,None,L
861,L,None,None,None,None
866,L,L,L,None,None
867,L,L,M,L,None
869,L,None,None,None,M
870,L,M,None,None,None
875,L,None,None,None,L
876,None,L,L,L,L
879,L,L,None,None,L
880,None,L,None,None,L
881,L,L,L,L,None
882,L,None,None,None,L
885,L,M,L,None,L
886,L,L,M,L,None
888,L,L,M,L,L
889,L,None,L,L,None
891,L,L,L,L,L
892,L,None,L,L,L
893,L,L,None,None,None
896,H,L,None,L,None
897,L,L,None,None,L
898,L,L,L,None,L
899,L,None,None,None,L
900,L,None,None,L,L
901,L,None,None,None,L
902,L,None,None,None,L
903,L,None,None,None,L
904,L,None,None,None,L
905,L,L,None,None,L
906,L,None,None,None,L
907,L,L,None,L,L
908,L,None,None,None,L
909,L,None,None,None,L
910,L,None,None,None,L
911,L,None,None,None,L
912,L,None,None,None,L
913,L,None,None,None,L
914,L,None,L,None,L
915,L,None,None,None,L
916,L,None,None,None,L
917,L,None,L,None,L
918,L,L,L,L,L
919,L,L,None,None,L
920,L,None,None,None,L
921,L,L,None,None,L
922,L,None,None,None,L
923,L,None,None,None,L
924,L,None,None,None,L
926,L,L,None,None,L
927,L,None,None,None,L
928,L,L,None,None,L
929,L,None,None,None,L
930,L,None,None,None,L
931,L,L,None,None,L
932,L,None,None,L,L
933,L,None,None,L,L
934,L,None,None,None,L
935,L,None,L,None,L
936,L,None,None,None,L
937,L,None,L,None,L
938,L,None,None,None,L
940,L,L,None,None,L
941,L,None,None,None,None
942,L,None,None,None,L
943,L,None,None,None,L
944,L,None,None,None,L
945,L,None,None,L,L
946,L,None,None,None,L
947,L,None,None,None,L
948,L,L,L,None,L
949,L,None,None,None,L
950,L,None,None,L,L
951,L,None,None,None,L
952,L,L,L,L,L
953,L,L,None,None,L
954,L,None,None,None,L
955,L,None,None,None,L
956,M,None,None,None,M
959,M,L,L,None,L
961,M,M,M,H,None
963,L,None,None,None,L
965,L,None,None,None,L
968,L,None,None,None,L
969,L,L,None,None,L
970,L,None,None,None,L
971,L,None,None,None,L
973,L,None,None,None,L
976,M,M,M,M,M
981,H,L,M,H,L
982,M,L,L,L,L
984,None,L,L,M,L
986,L,M,None,L,L
987,None,None,None,None,L
988,L,M,L,H,None
990,None,None,L,L,L
991,L,None,L,None,L
993,M,L,H,H,L
994,L,L,None,None,L
996,L,None,None,None,L
998,L,None,L,M,L
999,L,L,L,None,L
1003,L,None,None,None,L
1004,None,L,M,L,L
1005,L,L,L,L,None
1006,L,L,M,L,None
1007,L,None,None,None,L
1008,L,L,None,L,L
1009,L,None,None,None,L
1010,L,L,L,None,L
1011,L,L,None,None,L
1012,L,None,None,None,L
1013,L,None,L,None,L
1014,L,L,None,None,L
1015,L,L,None,None,None
1016,L,L,None,None,None
1017,L,L,None,None,L
1018,L,L,L,L,None
1019,L,None,None,None,L
1020,L,L,None,None,L
1021,None,None,L,L,L
1022,L,L,None,None,L
1023,L,L,None,None,L
1024,L,L,L,L,None
1025,L,None,None,None,L
1027,L,None,None,None,L
1028,L,L,None,None,L
1029,L,None,None,None,L
1030,L,L,L,L,None
1031,L,L,None,None,L
1032,L,L,None,None,L
1033,L,None,None,None,L
1034,L,L,L,L,None
1035,L,L,None,None,L
1036,L,None,None,None,L
1037,L,L,L,L,None
1040,None,H,H,H,L
1041,L,L,None,None,L
1042,L,None,None,None,L
1043,L,M,M,None,L
1046,L,M,None,L,None
1047,L,L,None,None,None
1049,None,None,L,L,None
1050,L,None,None,None,M
1051,L,None,None,None,L
1053,L,M,M,None,M
1054,L,M,L,None,L
1055,None,L,H,M,L
1056,L,None,None,None,M
1057,L,L,L,None,L
1059,None,L,None,None,L
1060,L,None,None,None,L
1061,L,None,None,None,L
1064,None,L,L,None,L
1066,L,None,None,None,L
1068,L,None,None,None,L
1073,L,None,None,None,L
1076,L,L,L,L,L
1077,L,None,None,None,L
1078,L,L,None,None,L
1079,L,None,None,None,L
1080,L,None,None,None,L
1081,L,L,L,L,None
1082,L,None,None,None,L
1083,L,L,None,None,L
1084,L,None,None,None,L
1085,L,M,L,L,None
1086,L,None,None,None,L
1088,L,None,None,None,L
1089,L,None,None,None,L
1090,L,None,None,None,L
1091,L,None,None,None,L
1092,L,None,None,None,L
1093,L,None,None,None,L
1094,L,None,None,None,L
1095,L,None,None,None,L
1096,L,None,None,None,L
1097,L,L,None,None,L
1099,L,L,None,L,L
1100,L,None,L,L,L
1101,L,None,L,L,L
1103,L,L,None,None,L
1104,L,None,None,None,L
1105,None,None,L,L,L
1111,L,L,None,L,L
1112,L,None,M,None,L
1114,L,None,None,None,None
1116,M,L,L,L,L
1117,H,L,L,L,M
1119,L,L,L,H,H
1120,L,None,None,None,L
1121,None,L,H,H,H
1123,L,None,L,M,L
1124,L,L,None,None,L
1125,L,None,None,None,L
1126,L,L,None,None,None
1127,L,None,None,None,L
1128,L,L,L,L,L
1129,L,None,None,None,L
1130,L,L,L,L,L
1131,L,None,None,None,L
1132,L,None,None,None,L
1135,L,None,None,None,L
1136,L,None,None,None,L
1137,None,None,L,None,None
1144,H,None,None,None,H
1147,L,L,None,None,L
1148,L,L,None,None,L
1150,L,None,L,L,L
1151,M,L,L,L,None
1156,M,H,M,None,None
1161,L,L,L,L,L
1162,L,L,None,None,L
1163,L,L,L,None,L
1167,L,None,None,None,L
1170,None,M,H,H,M
1171,L,None,None,None,L
1172,L,None,None,None,L
1173,L,L,None,None,L
1175,L,None,None,None,L
1176,L,L,L,L,L
1177,L,None,None,None,L
1178,L,None,None,None,L
1179,L,None,None,None,L
1180,L,None,L,L,L
1183,L,L,None,None,L
1184,L,None,None,M,L
1185,L,L,None,None,L
1186,L,L,None,L,L
1187,L,None,None,None,L
1188,L,None,None,L,L
1189,L,None,None,None,L
1190,L,L,L,L,L
1191,L,None,L,L,L
1192,L,L,L,L,None
1193,L,None,None,None,L
1194,L,None,None,None,L
1196,L,None,None,None,L
1197,L,None,None,None,L
1198,L,L,None,None,L
1199,L,None,None,None,L
1200,L,None,None,None,L
1201,L,None,None,None,L
1202,L,None,None,None,L
1203,L,None,None,None,L
1204,L,L,None,None,L
1206,L,None,None,None,L
1207,L,L,None,None,L
1208,L,None,None,None,L
1209,L,None,None,None,L
1210,L,None,None,None,L
1211,L,L,L,None,L
1212,L,None,None,None,L
1213,L,None,None,None,L
1214,L,None,None,None,L
1215,L,L,None,None,None
1216,L,None,L,None,None
1217,L,L,None,None,L
1218,L,L,None,None,L
1219,L,None,None,None,L
1220,L,None,None,None,L
1221,L,None,None,None,L
1222,L,None,None,None,L
1223,L,None,None,None,L
1224,L,None,None,None,L
1225,L,None,None,None,L
1226,L,L,None,None,L
1227,L,None,None,None,L
1228,L,None,None,None,L
1230,L,None,None,None,L
1231,L,None,L,None,L
1232,L,L,L,L,L
1233,L,None,None,None,L
1234,L,None,None,None,L
1235,L,None,None,None,L
1236,L,L,None,None,L
1237,L,None,None,None,L
1238,L,None,None,None,L
1240,L,None,None,None,L
1241,L,L,None,None,None
1242,L,None,None,None,L
1243,L,None,None,None,L
1244,L,None,None,None,L
1245,L,None,None,None,L
1246,L,None,None,None,L
1247,L,None,None,None,L
1248,L,L,None,None,L
1249,L,None,None,None,L
1250,L,None,None,None,L
1251,L,None,None,None,L
1252,L,None,None,None,L
1253,L,L,None,None,L
1254,L,L,None,None,L
1255,L,L,L,L,None
1256,L,None,None,None,L
1257,L,None,None,None,L
1258,L,None,None,None,L
1259,L,L,None,None,L
1260,L,L,None,None,L
1261,L,L,None,None,L
1262,L,None,None,None,L
1263,L,None,None,None,L
1264,L,None,None,None,L
1265,L,None,None,None,L
1266,L,None,None,None,L
1267,L,None,None,None,L
1268,L,None,None,None,L
1269,L,None,None,None,L
1270,L,None,None,None,L
1271,L,L,L,L,L
1272,L,None,None,None,L
1273,L,L,L,L,None
1274,L,L,L,L,None
1275,L,L,None,None,L
1276,L,None,None,None,L
1277,L,None,None,None,L
1278,L,L,None,None,L
1279,L,None,None,None,L
1280,L,L,None,None,L
1281,L,L,None,None,L
1282,L,L,L,L,None
1283,L,None,L,None,L
1284,L,None,None,None,L
1285,L,L,None,None,L
1286,L,None,None,None,L
1287,L,None,None,L,L
1288,L,None,None,None,L
1289,L,L,None,None,L
1290,L,L,L,None,L
1291,L,L,None,None,L
1292,L,None,None,None,L
1293,L,L,None,None,L
1295,L,None,None,L,L
1296,L,L,L,L,L
1297,L,L,L,None,L
1298,L,None,None,None,L
1299,L,L,L,None,L
1300,L,None,None,None,L
1301,L,None,None,None,L
1302,L,L,L,None,L
1303,L,None,None,None,L
1304,L,None,None,None,L
1305,L,None,None,None,L
1306,L,M,L,None,None
1307,L,None,None,None,L
1310,L,None,None,L,L
1312,H,L,H,M,None
1318,L,L,None,None,L
1320,L,L,L,L,None
1321,L,None,None,None,L
1322,M,L,L,L,L
1323,None,L,L,L,L
1324,None,L,L,L,L
1325,H,L,L,L,L
1326,None,L,L,M,M
1327,L,L,L,L,None
1328,None,L,L,L,L
1329,L,None,M,L,L
1330,L,L,None,None,L
1331,L,L,None,None,None
1332,L,None,L,None,L
1333,L,None,None,None,L
1334,L,L,None,None,None
1335,H,L,L,L,H
1336,L,L,L,L,L
1337,L,L,L,None,L
1339,L,None,None,None,L
1340,L,L,L,None,L
1341,L,L,None,None,L
1342,None,L,L,L,L
1343,L,None,None,None,L
1344,L,None,None,None,L
1345,L,None,None,None,L
1346,L,L,None,None,None
1347,L,None,None,None,L
1348,L,L,L,L,L
1350,L,None,None,None,L
1351,L,None,None,None,H
1352,L,None,L,None,L
1353,L,M,L,L,None
1354,L,None,None,None,L
1355,L,L,None,None,L
1356,L,None,L,None,L
1357,L,L,None,None,L
1358,L,None,None,None,L
1359,None,L,None,None,L
1361,L,None,None,None,L
1363,None,L,M,M,L
1365,L,L,L,L,M
1366,L,None,None,None,L
1367,L,L,None,None,L
1370,L,None,None,None,L
1371,L,L,L,L,None
1372,L,L,None,L,L
1373,L,L,L,L,None
1374,L,None,None,None,L
1375,L,L,None,L,L
1376,L,L,None,None,L
1377,L,None,None,None,L
1378,L,L,None,None,L
1379,L,None,None,None,L
1380,L,L,L,L,None
1381,L,L,L,L,L
1382,L,L,L,L,None
1385,L,L,L,L,None
1387,L,L,None,None,L
1388,L,L,L,L,None
1389,L,L,None,None,None
1390,L,None,None,L,L
1391,L,None,None,None,L
1392,L,None,None,None,L
1393,L,None,None,None,L
1394,L,None,None,None,L
1395,L,None,None,None,L
1396,L,None,None,None,L
1397,L,L,None,None,L
1398,L,M,L,L,None
1399,L,None,None,None,L
1401,L,None,None,None,L
1405,L,None,L,None,None
1406,L,None,None,None,L
1407,L,None,None,None,L
1408,L,None,None,None,L
1409,L,None,None,None,L
1411,L,None,None,L,L
1412,H,H,H,H,H
1413,L,M,L,M,L
1414,L,None,L,L,L
1415,M,M,L,M,M
1416,None,L,L,None,L
1417,None,None,None,None,L
1419,L,L,L,L,None
1422,L,L,L,None,L
1423,H,L,L,L,None
1425,L,None,None,None,L
1426,L,L,L,L,None
1427,None,None,M,L,L
1428,L,L,None,None,None
1429,L,L,None,None,None
1430,None,M,M,H,L
1431,L,L,None,None,None
1432,L,L,M,L,None
1437,L,L,L,M,None
1438,L,L,L,L,None
1439,L,None,L,None,None
1440,L,M,L,L,None
1441,L,None,None,None,L
1442,L,L,L,L,L
1445,L,L,L,L,L
1446,L,L,None,None,L
1447,L,L,L,L,None
1449,L,L,None,None,L
1453,L,L,L,L,L
1454,L,None,None,None,L
1456,None,None,L,L,L
1457,L,L,L,L,None
1458,None,L,H,L,M
1459,L,L,None,None,L
1460,None,L,L,L,L
1461,None,L,L,L,L
1464,L,None,None,None,L
1465,L,L,M,None,L
1466,L,None,None,None,L
1468,L,L,L,None,L
1473,M,H,L,H,H
1474,None,L,L,L,L
1475,L,None,None,None,L
1476,L,L,L,L,None
1477,L,L,L,L,L
1479,None,L,L,None,L
1480,None,L,L,L,L
1483,L,None,L,L,None
1484,L,None,None,None,L
1485,L,L,L,L,None
1487,None,L,L,L,L
1488,None,None,L,L,None
1489,M,None,L,L,M
1490,L,L,L,L,L
